Condition,Receptor,Assay Mode,Fixed Carbachol (nM),Compound,Well,Plate Row,Replicate,Condition Label,Concentration (log M),Concentration (M),Corrected Fluorescence,B/B0,Measured cAMP (pmol/mL),Real-sample cAMP (pmol/mL),Standard-curve Linear Range Flag,Is Control,Normalized Response,Normalized Endpoint
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,H9,H,8,-11.0,-11.0,1e-11,0.329,0.3042876901798064,42.543631216702295,212.71815608351147,Within 20–80% B/B0,False,121.07209145565554,cAMP (% Vehicle Control)
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,A2,A,1,Carbachol-only Control (100 nM),,,0.418,0.4528619528619529,16.37803779659912,81.8901889829956,Within 20–80% B/B0,True,11.883343382801467,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,A3,A,1,-5.0,-5.0,1e-05,0.476,0.5505050505050505,9.710204129542397,48.55102064771199,Within 20–80% B/B0,False,-16.623972285418276,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,A4,A,1,-6.0,-6.0,1e-06,0.425,0.4646464646464647,15.373064151045325,76.86532075522662,Within 20–80% B/B0,False,7.5867303623555395,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,A5,A,1,-7.0,-7.0,1e-07,0.433,0.4781144781144782,14.303459044099458,71.51729522049729,Within 20–80% B/B0,False,3.013795291300421,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,A6,A,1,-8.0,-8.0,1e-08,0.395,0.4141414141414142,20.214842000064102,101.0742100003205,Within 20–80% B/B0,False,28.28702020601311,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,A7,A,1,-9.0,-9.0,1e-09,0.461,0.5252525252525254,11.120053919633657,55.60026959816828,Within 20–80% B/B0,False,-10.596372465483691,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,A8,A,1,-10.0,-10.0,1e-10,0.423,0.46127946127946134,15.653347729055758,78.26673864527879,Within 20–80% B/B0,False,8.785040463346483,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,A9,A,1,-11.0,-11.0,1e-11,0.399,0.4208754208754209,19.481659373959747,97.40829686979873,Within 20–80% B/B0,False,25.152408635230305,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,A10,A,1,Vehicle Control,,,0.352,0.34175084175084175,30.513972979416412,152.56986489708206,Within 20–80% B/B0,True,72.31939902603503,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,B2,B,2,Carbachol-only Control (100 nM),,,0.426,0.46632996632996637,15.23491036058741,76.17455180293705,Within 20–80% B/B0,True,6.996074699362177,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,B3,B,2,-5.0,-5.0,1e-05,0.458,0.5202020202020203,11.424489188781697,57.12244594390849,Within 20–80% B/B0,False,-9.294805457143257,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,B4,B,2,-6.0,-6.0,1e-06,0.446,0.5000000000000001,12.725783870925188,63.628919354625936,Within 20–80% B/B0,False,-3.731316604006488,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,B5,B,2,-7.0,-7.0,1e-07,0.423,0.46127946127946134,15.653347729055758,78.26673864527879,Within 20–80% B/B0,False,8.785040463346483,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,B6,B,2,-8.0,-8.0,1e-08,0.389,0.4040404040404041,21.37385327434136,106.8692663717068,Within 20–80% B/B0,False,33.24219784070536,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,B7,B,2,-9.0,-9.0,1e-09,0.411,0.4410774410774411,17.453676995264036,87.26838497632018,Within 20–80% B/B0,False,16.48207630155273,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,B8,B,2,-10.0,-10.0,1e-10,0.438,0.4865319865319866,13.674357436623113,68.37178718311557,Within 20–80% B/B0,False,0.3241663942393287,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,B9,B,2,-11.0,-11.0,1e-11,0.394,0.4124579124579125,20.402959462657506,102.01479731328753,Within 20–80% B/B0,False,29.091288002216537,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,B10,B,2,Vehicle Control,,,0.301,0.2558922558922559,52.86644944611026,264.3322472305513,Within 20–80% B/B0,True,167.8840358211469,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,C2,C,3,Carbachol-only Control (100 nM),,,0.467,0.5353535353535355,10.534371907794831,52.67185953897416,Within 20–80% B/B0,True,-13.100367439920017,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,C3,C,3,-5.0,-5.0,1e-05,0.515,0.6161616161616161,6.767833453803301,33.83916726901651,Within 20–80% B/B0,False,-29.203633664888905,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,C4,C,3,-6.0,-6.0,1e-06,0.423,0.46127946127946134,15.653347729055758,78.26673864527879,Within 20–80% B/B0,False,8.785040463346483,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,C5,C,3,-7.0,-7.0,1e-07,0.416,0.44949494949494956,16.677875456479377,83.38937728239688,Within 20–80% B/B0,False,13.165254007185684,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,C6,C,3,-8.0,-8.0,1e-08,0.415,0.4478114478114479,16.83000216181808,84.15001080909039,Within 20–80% B/B0,False,13.815648757145143,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,C7,C,3,-9.0,-9.0,1e-09,0.447,0.5016835016835017,12.611962603848848,63.059813019244245,Within 20–80% B/B0,False,-4.217942238705949,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,C8,C,3,-10.0,-10.0,1e-10,0.453,0.5117845117845119,11.949961493520249,59.749807467601244,Within 20–80% B/B0,False,-7.048227990746866,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,C9,C,3,-11.0,-11.0,1e-11,0.386,0.39898989898989906,21.98168513996153,109.90842569980765,Within 20–80% B/B0,False,35.84089116925171,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,C10,C,3,Vehicle Control,,,0.32,0.2878787878787879,42.60642084711814,213.03210423559068,Within 20–80% B/B0,True,124.01883332194626,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,D2,D,4,Carbachol-only Control (100 nM),,,0.522,0.6279461279461279,6.330007468037949,31.650037340189744,Within 20–80% B/B0,True,-31.075492533478798,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,D3,D,4,-5.0,-5.0,1e-05,0.487,0.569023569023569,8.78376132659544,43.9188066329772,Within 20–80% B/B0,False,-20.584838550370733,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,D4,D,4,-6.0,-6.0,1e-06,0.433,0.4781144781144782,14.303459044099458,71.51729522049729,Within 20–80% B/B0,False,3.013795291300421,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,D5,D,4,-7.0,-7.0,1e-07,0.423,0.46127946127946134,15.653347729055758,78.26673864527879,Within 20–80% B/B0,False,8.785040463346483,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,D6,D,4,-8.0,-8.0,1e-08,0.43,0.47306397306397313,14.695173133966355,73.47586566983178,Within 20–80% B/B0,False,4.688509714171469,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,D7,D,4,-9.0,-9.0,1e-09,0.414,0.44612794612794615,16.98362611223361,84.91813056116804,Within 20–80% B/B0,False,14.472444752271938,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,D8,D,4,-10.0,-10.0,1e-10,0.42,0.45622895622895626,16.083964249640196,80.41982124820098,Within 20–80% B/B0,False,10.626076352544011,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,D9,D,4,-11.0,-11.0,1e-11,0.419,0.4545454545454546,16.23028962439243,81.15144812196215,Within 20–80% B/B0,False,11.251668389871147,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,D10,D,4,Vehicle Control,,,0.314,0.2777777777777778,45.53360851067192,227.66804255335958,Within 20–80% B/B0,True,136.5335820262103,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,E2,E,5,Carbachol-only Control (100 nM),,,0.422,0.45959595959595967,15.795510734047037,78.97755367023518,Within 20–80% B/B0,True,9.392836917485983,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,E3,E,5,-5.0,-5.0,1e-05,0.47,0.5404040404040403,10.252633033285099,51.263165166425495,Within 20–80% B/B0,False,-14.304899441271393,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,E4,E,5,-6.0,-6.0,1e-06,0.462,0.526936026936027,11.020324405377675,55.10162202688838,Within 20–80% B/B0,False,-11.022750939556877,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,E5,E,5,-7.0,-7.0,1e-07,0.447,0.5016835016835017,12.611962603848848,63.059813019244245,Within 20–80% B/B0,False,-4.217942238705949,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,E6,E,5,-8.0,-8.0,1e-08,0.423,0.46127946127946134,15.653347729055758,78.26673864527879,Within 20–80% B/B0,False,8.785040463346483,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,E7,E,5,-9.0,-9.0,1e-09,0.42,0.45622895622895626,16.083964249640196,80.41982124820098,Within 20–80% B/B0,False,10.626076352544011,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,E8,E,5,-10.0,-10.0,1e-10,0.424,0.462962962962963,15.512537782034318,77.56268891017159,Within 20–80% B/B0,False,8.183028804177816,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,E9,E,5,-11.0,-11.0,1e-11,0.413,0.4444444444444445,17.138766700589077,85.69383350294538,Within 20–80% B/B0,False,15.135724903823002,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,E10,E,5,Vehicle Control,,,0.347,0.3333333333333333,32.08570387361639,160.42851936808194,Within 20–80% B/B0,True,79.03909705446979,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,F2,F,6,Carbachol-only Control (100 nM),,,0.422,0.45959595959595967,15.795510734047037,78.97755367023518,Within 20–80% B/B0,True,9.392836917485983,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,F3,F,6,-5.0,-5.0,1e-05,0.512,0.6111111111111112,6.962944242998971,34.814721214994854,Within 20–80% B/B0,False,-28.369466957138435,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,F4,F,6,-6.0,-6.0,1e-06,0.433,0.4781144781144782,14.303459044099458,71.51729522049729,Within 20–80% B/B0,False,3.013795291300421,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,F5,F,6,-7.0,-7.0,1e-07,0.452,0.5101010101010102,12.057859896039579,60.2892994801979,Within 20–80% B/B0,False,-6.586924668813081,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,F6,F,6,-8.0,-8.0,1e-08,0.423,0.46127946127946134,15.653347729055758,78.26673864527879,Within 20–80% B/B0,False,8.785040463346483,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,F7,F,6,-9.0,-9.0,1e-09,0.406,0.4326599326599327,18.268915693218446,91.34457846609223,Within 20–80% B/B0,False,19.96750621297303,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,F8,F,6,-10.0,-10.0,1e-10,0.397,0.41750841750841755,19.844446318280895,99.22223159140447,Within 20–80% B/B0,False,26.70344941676151,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,F9,F,6,-11.0,-11.0,1e-11,0.424,0.462962962962963,15.512537782034318,77.56268891017159,Within 20–80% B/B0,False,8.183028804177816,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,F10,F,6,Vehicle Control,,,0.381,0.3905723905723906,23.039594541307366,115.19797270653683,Within 20–80% B/B0,True,40.36382301764849,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,G2,G,7,Carbachol-only Control (100 nM),,,0.412,0.4427609427609428,17.295443644949383,86.47721822474692,Within 20–80% B/B0,True,15.805573513406411,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,G3,G,7,-5.0,-5.0,1e-05,0.468,0.5370370370370372,10.439657095762584,52.19828547881292,Within 20–80% B/B0,False,-13.505306312105658,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,G4,G,7,-6.0,-6.0,1e-06,0.376,0.3821548821548822,24.15724046910846,120.78620234554229,Within 20–80% B/B0,False,45.1421493617113,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,G5,G,7,-7.0,-7.0,1e-07,0.474,0.547138047138047,9.88797175465841,49.43985877329205,Within 20–80% B/B0,False,-15.863953656008034,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,G6,G,7,-8.0,-8.0,1e-08,0.384,0.39562289562289565,22.397957575755672,111.98978787877836,Within 20–80% B/B0,False,37.6206010906002,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,G7,G,7,-9.0,-9.0,1e-09,0.423,0.46127946127946134,15.653347729055758,78.26673864527879,Within 20–80% B/B0,False,8.785040463346483,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,G8,G,7,-10.0,-10.0,1e-10,0.425,0.4646464646464647,15.373064151045325,76.86532075522662,Within 20–80% B/B0,False,7.5867303623555395,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,G9,G,7,-11.0,-11.0,1e-11,0.451,0.5084175084175085,12.16671765017804,60.8335882508902,Within 20–80% B/B0,False,-6.121519783941624,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,G10,G,7,Vehicle Control,,,0.359,0.35353535353535354,28.470036053787148,142.35018026893573,Within 20–80% B/B0,True,63.580855436874984,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,H2,H,8,Carbachol-only Control (100 nM),,,0.458,0.5202020202020203,11.424489188781697,57.12244594390849,Within 20–80% B/B0,True,-9.294805457143257,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,H3,H,8,-5.0,-5.0,1e-05,0.463,0.5286195286195288,10.921453504854126,54.60726752427063,Within 20–80% B/B0,False,-11.44545854031053,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,H4,H,8,-6.0,-6.0,1e-06,0.37,0.3720538720538721,25.58378895241598,127.91894476207989,Within 20–80% B/B0,False,51.241141922156885,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,H5,H,8,-7.0,-7.0,1e-07,0.423,0.46127946127946134,15.653347729055758,78.26673864527879,Within 20–80% B/B0,False,8.785040463346483,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,H6,H,8,-8.0,-8.0,1e-08,0.364,0.36195286195286197,27.111884237946732,135.55942118973365,Within 20–80% B/B0,False,57.77428249687858,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,H7,H,8,-9.0,-9.0,1e-09,0.381,0.3905723905723906,23.039594541307366,115.19797270653683,Within 20–80% B/B0,False,40.36382301764849,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,H8,H,8,-10.0,-10.0,1e-10,0.472,0.5437710437710437,10.068759953450076,50.34379976725038,Within 20–80% B/B0,False,-15.091021020104737,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,H9,H,8,-11.0,-11.0,1e-11,0.45,0.5067340067340068,12.276545655390342,61.38272827695171,Within 20–80% B/B0,False,-5.651966737160241,% Carbachol Signaling Inhibition
PAC-3310 + 100 nM carbachol (M4),M4,PAC-3310 antagonism,100.0,PAC-3310,H10,H,8,Vehicle Control,,,0.324,0.29461279461279466,40.79172475640314,203.9586237820157,Within 20–80% B/B0,True,116.26037429566824,% Carbachol Signaling Inhibition
